"onset","onset_low","onset_high","rowname","year","id_cells","offset","offset_low","offset_high","duration","scientificName","Order"
74.85,68,82.7,2018.274,2018,274,308.5,301,335,233.65,"Enallagma civile","Odonata"
77.6,45,87.1,2019.274,2019,274,318.9,308,331.7,241.3,"Enallagma civile","Odonata"
84.05,80,89,2019.308,2019,308,294.1,197.75,295,210.05,"Enallagma civile","Odonata"
176.3,151,197,2018.336,2018,336,302.45,277.8,303,126.15,"Enallagma civile","Odonata"
85,82,90.4,2019.336,2019,336,229,155.4,289,144,"Enallagma civile","Odonata"
250.6,231,259,2017.361,2017,361,341,309.5,348,90.4,"Enallagma civile","Odonata"
104,97,107,2018.361,2018,361,288.5,210.4,355,184.5,"Enallagma civile","Odonata"
120.8,113,130.4,2018.371,2018,371,308.2,263.6,310,187.4,"Enallagma civile","Odonata"
94.6,89,117,2015.374,2015,374,311.9,308,318,217.3,"Enallagma civile","Odonata"
99.5,85,110,2016.374,2016,374,326.5,319.5,330,227,"Enallagma civile","Odonata"
85,67,91,2017.374,2017,374,324.5,308,330,239.5,"Enallagma civile","Odonata"
90,69,110,2018.374,2018,374,329.25,323,352,239.25,"Enallagma civile","Odonata"
92.95,83,101.75,2019.374,2019,374,305.25,296.15,343,212.3,"Enallagma civile","Odonata"
82.8,78,103.2,2017.404,2017,404,299.2,261.2,320,216.4,"Enallagma civile","Odonata"
108.5,104,124.3,2019.404,2019,404,286.4,259.3,290,177.9,"Enallagma civile","Odonata"
126.75,124,130.65,2015.452,2015,452,276.6,235.2,281,149.85,"Enallagma civile","Odonata"
95,83,103,2019.463,2019,463,288.8,251,293,193.8,"Enallagma civile","Odonata"
114.9,114,144.8,2019.562,2019,562,255.15,206.65,261,140.25,"Enallagma civile","Odonata"
170.95,144,193,2018.697,2018,697,269.1,258,279,98.15,"Enallagma civile","Odonata"
139.6,134,142,2019.697,2019,697,280.1,261,292,140.5,"Enallagma civile","Odonata"
160.65,147,176.25,2018.698,2018,698,283.65,259.1,296,123,"Enallagma civile","Odonata"
148.6,142,154,2019.698,2019,698,269.8,222,283,121.2,"Enallagma civile","Odonata"
187,186,193,2019.703,2019,703,272.5,251,277,85.5,"Enallagma civile","Odonata"
112.05,108,117,2019.708,2019,708,276.65,258.25,278,164.6,"Enallagma civile","Odonata"
148.35,147,152.25,2019.722,2019,722,266.1,234.85,267,117.75,"Enallagma civile","Odonata"
164.3,161,182.45,2017.738,2017,738,304.05,271.05,309,139.75,"Enallagma civile","Odonata"
154.55,135,160.5,2018.738,2018,738,280.65,260.3,290,126.1,"Enallagma civile","Odonata"
144.2,138,152.55,2019.738,2019,738,265.1,240.8,270,120.9,"Enallagma civile","Odonata"
150.8,140,160.8,2017.739,2017,739,287.2,281.6,289,136.4,"Enallagma civile","Odonata"
141.75,135,148,2018.739,2018,739,275.25,256.5,281,133.5,"Enallagma civile","Odonata"
153.3,138,161.7,2019.739,2019,739,285.1,277.7,289.8,131.8,"Enallagma civile","Odonata"
160.2,153,170.6,2019.74,2019,740,288.2,274.2,293,128,"Enallagma civile","Odonata"
159.85,159,165.95,2019.744,2019,744,279.95,261,291,120.1,"Enallagma civile","Odonata"
161,158,172.5,2015.746,2015,746,296.5,267.5,307,135.5,"Enallagma civile","Odonata"
212.5,207,230.65,2016.746,2016,746,315.2,300.7,324,102.7,"Enallagma civile","Odonata"
190.2,138,207.9,2017.746,2017,746,305.8,290.9,320,115.6,"Enallagma civile","Odonata"
144,127,157,2018.746,2018,746,282.4,276,305,138.4,"Enallagma civile","Odonata"
141.25,118,151.75,2019.746,2019,746,288.5,268.25,300,147.25,"Enallagma civile","Odonata"
192.2,176,212,2018.748,2018,748,292.7,260.7,299,100.5,"Enallagma civile","Odonata"
120.65,116,183.85,2019.748,2019,748,277.9,263.85,289,157.25,"Enallagma civile","Odonata"
193.4,164,206,2017.778,2017,778,282.3,270.1,283,88.8999999999999,"Enallagma civile","Odonata"
152,148,169,2018.778,2018,778,271,236,274,119,"Enallagma civile","Odonata"
150.4,144,152,2019.778,2019,778,246.6,226.6,261,96.2,"Enallagma civile","Odonata"
174,172,175,2018.779,2018,779,267,236,274,93,"Enallagma civile","Odonata"
155.35,147,165,2019.779,2019,779,260.65,241.55,281,105.3,"Enallagma civile","Odonata"
157.6,154,171.4,2019.78,2019,780,280,241,286,122.4,"Enallagma civile","Odonata"
159.2,158,169,2016.815,2016,815,268.6,245.2,283,109.4,"Enallagma civile","Odonata"
155.8,151,167.2,2019.818,2019,818,258,245,267,102.2,"Enallagma civile","Odonata"
180.3,177,188.5,2019.819,2019,819,271.6,260.45,276,91.3,"Enallagma civile","Odonata"
168.4,166,170,2017.82,2017,820,267.8,226.6,290,99.3999999999999,"Enallagma civile","Odonata"
177.8,164,192.8,2018.82,2018,820,281.8,268.8,283,104,"Enallagma civile","Odonata"
157.3,149,172.1,2019.82,2019,820,259,244.3,261,101.7,"Enallagma civile","Odonata"
195.45,174,207,2019.821,2019,821,256.45,243.25,261,61,"Enallagma civile","Odonata"
150.8,144,170.35,2019.826,2019,826,268.5,250,294,117.7,"Enallagma civile","Odonata"
97.2,95,132,2019.243,2019,243,222.3,212.15,230,125.1,"Hetaerina americana","Odonata"
91.3,85,126.85,2019.245,2019,245,265.05,207.1,306,173.75,"Hetaerina americana","Odonata"
98,81,115,2019.271,2019,271,257.5,197,259,159.5,"Hetaerina americana","Odonata"
128.5,118,147.7,2019.273,2019,273,254.9,219.5,292,126.4,"Hetaerina americana","Odonata"
101.8,82,121.4,2015.274,2015,274,307.6,294.2,318,205.8,"Hetaerina americana","Odonata"
74.2,44,95,2016.274,2016,274,318.7,301,351,244.5,"Hetaerina americana","Odonata"
59.65,50,74,2017.274,2017,274,314.45,292.183528619709,333,254.8,"Hetaerina americana","Odonata"
83,69,103.2,2018.274,2018,274,320.4,309.2,335,237.4,"Hetaerina americana","Odonata"
82.5,68,102,2019.274,2019,274,284.75,238,313,202.25,"Hetaerina americana","Odonata"
102,97,116,2018.361,2018,361,301.5,236.5,351,199.5,"Hetaerina americana","Odonata"
117.5,117,120.5,2019.361,2019,361,329,254,351,211.5,"Hetaerina americana","Odonata"
142.2,96,180,2015.374,2015,374,282.2,258.6,291,140,"Hetaerina americana","Odonata"
156.6,156,170.8,2016.374,2016,374,315.4,255.870420779038,331,158.8,"Hetaerina americana","Odonata"
100.25,91,114.5,2017.374,2017,374,324,314.5,329,223.75,"Hetaerina americana","Odonata"
105.25,91,114.55,2018.374,2018,374,300.25,275.4,318,195,"Hetaerina americana","Odonata"
117.35,77,119.7,2019.374,2019,374,288.85,269,296,171.5,"Hetaerina americana","Odonata"
96.7,94,100,2018.502,2018,502,162.95,120.4,194,66.2499999999999,"Hetaerina americana","Odonata"
143.3,136,155.25,2015.662,2015,662,300.2,290,319,156.9,"Hetaerina americana","Odonata"
139.65,136,226,2016.662,2016,662,297.9,282.9,299,158.25,"Hetaerina americana","Odonata"
162.75,151,183,2019.697,2019,697,274.75,266.25,277,112,"Hetaerina americana","Odonata"
170.8,157,180,2019.698,2019,698,274.2,236.6,282,103.4,"Hetaerina americana","Odonata"
195.9,191,200.8,2019.722,2019,722,264.9,250.1,267,69,"Hetaerina americana","Odonata"
149.25,147,162.75,2017.738,2017,738,296.25,273.75,300,147,"Hetaerina americana","Odonata"
161,156,166.4,2018.738,2018,738,258.6,247,279,97.6,"Hetaerina americana","Odonata"
162.3,148,174,2019.738,2019,738,246.9,235.55,248,84.6,"Hetaerina americana","Odonata"
177.3,162,187.2,2017.739,2017,739,284.4,263.6,288,107.1,"Hetaerina americana","Odonata"
166.6,163,175.1,2018.739,2018,739,277.8,243.6,294,111.2,"Hetaerina americana","Odonata"
169.6,153,173.9,2019.739,2019,739,269.05,263.35,272,99.45,"Hetaerina americana","Odonata"
121.55,119,136.45,2019.748,2019,748,266.15,246.55,267,144.6,"Hetaerina americana","Odonata"
182.05,176,196.9,2019.779,2019,779,289.95,244.8,307,107.9,"Hetaerina americana","Odonata"
168.05,162,173,2019.78,2019,780,252.95,243.35,259,84.9,"Hetaerina americana","Odonata"
178.75,160,185,2019.82,2019,820,255.5,247.25,266,76.75,"Hetaerina americana","Odonata"
178.5,176,182,2018.821,2018,821,254,225,261,75.5,"Hetaerina americana","Odonata"
177.95,177,184.65,2019.821,2019,821,270.3,249.8,276,92.35,"Hetaerina americana","Odonata"
179.05,175,184.9,2017.957,2017,957,221.6,212.2,227,42.55,"Hetaerina americana","Odonata"
64.4,34,72,2016.274,2016,274,258.8,142.4,278,194.4,"Hippodamia convergens","Coleoptera"
51.35,38,66.2,2017.274,2017,274,296.6,143.9,354,245.25,"Hippodamia convergens","Coleoptera"
60,24,78,2018.274,2018,274,127.1,119,137,67.1,"Hippodamia convergens","Coleoptera"
96.6,94,99.2,2019.274,2019,274,134.8,123,140,38.2,"Hippodamia convergens","Coleoptera"
87.4,82,91,2019.308,2019,308,141,124.7,150,53.6,"Hippodamia convergens","Coleoptera"
104.55,104,108.3,2019.336,2019,336,318.45,296.95,319,213.9,"Hippodamia convergens","Coleoptera"
32.65,32,36.9,2019.362,2019,362,254.25,182.7,264,221.6,"Hippodamia convergens","Coleoptera"
73.2,69,85.2,2019.365,2019,365,255.8,224,260,182.6,"Hippodamia convergens","Coleoptera"
133.7,95,181,2019.366,2019,366,306.25,253,322,172.55,"Hippodamia convergens","Coleoptera"
100.45,100,105.4,2015.374,2015,374,320.85,203.1,351,220.4,"Hippodamia convergens","Coleoptera"
88.9,43,96.7,2016.374,2016,374,287.55,272.15,331,198.65,"Hippodamia convergens","Coleoptera"
64.1,52,72.6,2017.374,2017,374,171.6,140.7,321,107.5,"Hippodamia convergens","Coleoptera"
78.6,64,83.6,2018.374,2018,374,164.8,144.4,228,86.2,"Hippodamia convergens","Coleoptera"
81.75,69,87.75,2019.374,2019,374,175.5,117,345,93.75,"Hippodamia convergens","Coleoptera"
95.1,83,134.7,2019.4,2019,400,220.75,203.15,229,125.65,"Hippodamia convergens","Coleoptera"
102.55,85,112,2016.404,2016,404,287.55,228.4,296,185,"Hippodamia convergens","Coleoptera"
56,49,63,2017.404,2017,404,280,185.5,281,224,"Hippodamia convergens","Coleoptera"
76.25,62,81,2018.404,2018,404,291.25,279.25,307,215,"Hippodamia convergens","Coleoptera"
90.2,76,102.2,2019.404,2019,404,308,273,335,217.8,"Hippodamia convergens","Coleoptera"
40.6,37,45,2015.425,2015,425,296,214.8,305,255.4,"Hippodamia convergens","Coleoptera"
53.8,46,61.6,2016.425,2016,425,130.8,101.6,165,76.9999999999999,"Hippodamia convergens","Coleoptera"
43.6,4,54.4,2017.425,2017,425,167.4,138.2,252,123.8,"Hippodamia convergens","Coleoptera"
39.3,33,55.3,2018.425,2018,425,185.9,130.4,221,146.6,"Hippodamia convergens","Coleoptera"
33.2,28,68.6,2019.425,2019,425,252,204.4,362,218.8,"Hippodamia convergens","Coleoptera"
44.4,7,51,2017.426,2017,426,225.15,186,328,180.75,"Hippodamia convergens","Coleoptera"
13.1,12,25.55,2018.426,2018,426,121.7,117,125,108.6,"Hippodamia convergens","Coleoptera"
84.2,68,97.2,2019.426,2019,426,202.3,159.9,244,118.1,"Hippodamia convergens","Coleoptera"
61.6,33,85,2019.43,2019,430,201.15,119.45,271,139.55,"Hippodamia convergens","Coleoptera"
60.5,53,68.25,2017.462,2017,462,270.25,166.75,364,209.75,"Hippodamia convergens","Coleoptera"
39,35,64.5,2018.462,2018,462,255,129,336,216,"Hippodamia convergens","Coleoptera"
62.75,53,80.3,2019.462,2019,462,158.6,147,169,95.85,"Hippodamia convergens","Coleoptera"
78.3,72,85.3,2016.463,2016,463,334.2,164,363,255.9,"Hippodamia convergens","Coleoptera"
43.2,35,52.4,2017.463,2017,463,252,187.2,332,208.8,"Hippodamia convergens","Coleoptera"
28.7,24,43.5,2018.463,2018,463,138,115,291,109.3,"Hippodamia convergens","Coleoptera"
79.4,25,94,2019.463,2019,463,258.4,213.4,365,179,"Hippodamia convergens","Coleoptera"
84.7,72,98.6,2017.464,2017,464,329,261,342,244.3,"Hippodamia convergens","Coleoptera"
39.4,23,66.2,2018.464,2018,464,192.6,152,309,153.2,"Hippodamia convergens","Coleoptera"
76.75,38,88.8,2019.464,2019,464,255.4,193,347,178.65,"Hippodamia convergens","Coleoptera"
114.5,112,117,2019.473,2019,473,255.5,169,266,141,"Hippodamia convergens","Coleoptera"
98,84,104,2017.501,2017,501,227.8,174.6,232,129.8,"Hippodamia convergens","Coleoptera"
47,13,94.2,2018.501,2018,501,181,152.8,194,134,"Hippodamia convergens","Coleoptera"
55.35,36,79,2019.501,2019,501,270.65,182.45,299,215.3,"Hippodamia convergens","Coleoptera"
53.5,36,75,2016.502,2016,502,231,182,359,177.5,"Hippodamia convergens","Coleoptera"
43.8,15,59.4,2017.502,2017,502,273,227.6,323,229.2,"Hippodamia convergens","Coleoptera"
37.6,28,46,2018.502,2018,502,190.25,175,303,152.65,"Hippodamia convergens","Coleoptera"
77.65,25,96.85,2019.502,2019,502,317.45,254.549999999999,360.45,239.8,"Hippodamia convergens","Coleoptera"
68.2,66,72.8,2015.503,2015,503,315.4,249,362,247.2,"Hippodamia convergens","Coleoptera"
53.1,36,76.45,2016.503,2016,503,322.95,283.7,360.45,269.85,"Hippodamia convergens","Coleoptera"
39.75,8,51,2017.503,2017,503,301.5,274.75,323,261.75,"Hippodamia convergens","Coleoptera"
34.1,20.7,48.1,2018.503,2018,503,215.3,176.4,353,181.2,"Hippodamia convergens","Coleoptera"
60.8,20,74.6,2019.503,2019,503,310.4,271.4,343,249.6,"Hippodamia convergens","Coleoptera"
76,40,100,2017.504,2017,504,299.6,230.4,317,223.6,"Hippodamia convergens","Coleoptera"
131.5,131,135,2019.504,2019,504,255.5,165.5,292,124,"Hippodamia convergens","Coleoptera"
67.8,8,100,2017.543,2017,543,308.4,251.25,324,240.6,"Hippodamia convergens","Coleoptera"
88.7,87,90.7,2019.543,2019,543,342.6,285,346,253.9,"Hippodamia convergens","Coleoptera"
104,97,107,2019.626,2019,626,351.9,228.3,361,247.9,"Hippodamia convergens","Coleoptera"
16,14,82,2018.628,2018,628,299.5,282.5,300,283.5,"Hippodamia convergens","Coleoptera"
47.5,19,86.5,2019.628,2019,628,255,205.5,292,207.5,"Hippodamia convergens","Coleoptera"
72,57,88,2015.666,2015,666,361,325,363,289,"Hippodamia convergens","Coleoptera"
47.6,31,76.75,2016.666,2016,666,308.2,258.75,320,260.6,"Hippodamia convergens","Coleoptera"
75.4,53,104.2,2017.666,2017,666,318.4,244.2,361,243,"Hippodamia convergens","Coleoptera"
40,15,64,2018.666,2018,666,355,244,362,315,"Hippodamia convergens","Coleoptera"
80.5,55,103,2019.666,2019,666,260.5,226,310,180,"Hippodamia convergens","Coleoptera"
45.35,42,55.4,2018.667,2018,667,325.9,170.85,336,280.55,"Hippodamia convergens","Coleoptera"
82,61,84,2019.667,2019,667,283,171,297,201,"Hippodamia convergens","Coleoptera"
25.9,9,35,2017.668,2017,668,277.3,195.4,328,251.4,"Hippodamia convergens","Coleoptera"
77.9,19,84.55,2019.668,2019,668,238.65,187.1,289,160.75,"Hippodamia convergens","Coleoptera"
96.75,96,98.5,2019.681,2019,681,237,211.5,261,140.25,"Hippodamia convergens","Coleoptera"
27.6,24,30.6,2015.707,2015,707,332.4,204.8,342,304.8,"Hippodamia convergens","Coleoptera"
31.45,18,39,2016.707,2016,707,309.85,268.65,359,278.4,"Hippodamia convergens","Coleoptera"
26.6,2,38.2,2017.707,2017,707,335.8,317.8,361,309.2,"Hippodamia convergens","Coleoptera"
17.7,14,34.6,2018.707,2018,707,360.2,337.1,364,342.5,"Hippodamia convergens","Coleoptera"
74.25,26,108.25,2019.707,2019,707,353.25,341.5,362,279,"Hippodamia convergens","Coleoptera"
43.75,30,72.35,2016.708,2016,708,326.75,196.35,346,283,"Hippodamia convergens","Coleoptera"
24.3,21,45.2,2018.708,2018,708,309.05,209.35,336,284.75,"Hippodamia convergens","Coleoptera"
35.6,12,53.1,2019.708,2019,708,353.9,290.2,360,318.3,"Hippodamia convergens","Coleoptera"
76,68,92.5,2018.722,2018,722,225,157,248,149,"Hippodamia convergens","Coleoptera"
116.7,116,127.5,2019.722,2019,722,282.2,214.7,313,165.5,"Hippodamia convergens","Coleoptera"
100.4,99,115.7,2016.747,2016,747,304.4,191.9,310,204,"Hippodamia convergens","Coleoptera"
107.25,91,116,2019.747,2019,747,310.85,260.8,344,203.6,"Hippodamia convergens","Coleoptera"
65.5,43,88,2018.748,2018,748,250,142.5,292,184.5,"Hippodamia convergens","Coleoptera"
75.15,25,81.2,2019.748,2019,748,268.95,157.7,293,193.8,"Hippodamia convergens","Coleoptera"
107.9,103,112.1,2018.749,2018,749,277.6,217.1,293,169.7,"Hippodamia convergens","Coleoptera"
97.4,75,107.8,2019.749,2019,749,328.8,225.8,360,231.4,"Hippodamia convergens","Coleoptera"
132.2,128,137.6,2018.697,2018,697,256.2,215,258,124,"Ischnura verticalis","Odonata"
119.3,111,130.1,2019.697,2019,697,249.7,237.6,258,130.4,"Ischnura verticalis","Odonata"
140.05,127,156,2017.698,2017,698,254.25,217.1,261,114.2,"Ischnura verticalis","Odonata"
129,125,131,2018.698,2018,698,263,242,269,134,"Ischnura verticalis","Odonata"
114.6,112,121.8,2019.698,2019,698,237.2,216.6,259,122.6,"Ischnura verticalis","Odonata"
181.95,177,188,2018.703,2018,703,270.1,242,271,88.15,"Ischnura verticalis","Odonata"
114,109,117,2019.703,2019,703,242,212,263,128,"Ischnura verticalis","Odonata"
103.4,101,138.4,2017.738,2017,738,258.2,227.6,259,154.8,"Ischnura verticalis","Odonata"
114,111,128,2018.738,2018,738,269,240.6,279,155,"Ischnura verticalis","Odonata"
129.25,117,144.55,2019.738,2019,738,254.95,238.35,270,125.7,"Ischnura verticalis","Odonata"
126.05,122,133.3,2015.739,2015,739,252.4,244.25,285,126.35,"Ischnura verticalis","Odonata"
109.2,105,116.55,2016.739,2016,739,235.2,192.95,259,126,"Ischnura verticalis","Odonata"
117.25,104,146,2017.739,2017,739,280.85,267.4,295,163.6,"Ischnura verticalis","Odonata"
124,116,129,2018.739,2018,739,261,242,274,137,"Ischnura verticalis","Odonata"
125.05,118,134,2019.739,2019,739,276.85,266,282.9,151.8,"Ischnura verticalis","Odonata"
130.75,127,143.25,2018.74,2018,740,239.75,224,275,109,"Ischnura verticalis","Odonata"
133.5,110,154.3,2019.74,2019,740,256.7,244.7,264,123.2,"Ischnura verticalis","Odonata"
132.3,118,140,2018.744,2018,744,259.15,242.2,265,126.85,"Ischnura verticalis","Odonata"
109.95,104,116.95,2019.744,2019,744,265.15,244.4,266,155.2,"Ischnura verticalis","Odonata"
194.5,192,201.5,2017.778,2017,778,269,248,270,74.5,"Ischnura verticalis","Odonata"
147.75,128,163.4,2018.778,2018,778,268.3,248,281,120.55,"Ischnura verticalis","Odonata"
139.5,131,147.65,2019.778,2019,778,239.15,225.5,261,99.65,"Ischnura verticalis","Odonata"
154,137,164,2018.779,2018,779,261.5,240.5,275,107.5,"Ischnura verticalis","Odonata"
149.8,138,154.7,2019.779,2019,779,274.6,259.9,282,124.8,"Ischnura verticalis","Odonata"
149.5,145,155,2015.78,2015,780,211.85,192.6,215,62.35,"Ischnura verticalis","Odonata"
144.35,137,156.8,2018.78,2018,780,256.95,226.9,273,112.6,"Ischnura verticalis","Odonata"
142.1,135.3,147.9,2019.78,2019,780,267.5,248,284.6,125.4,"Ischnura verticalis","Odonata"
152.45,152,161,2019.781,2019,781,226.95,209.85,231,74.5,"Ischnura verticalis","Odonata"
118.95,117,123.5,2019.786,2019,786,242.35,206,243,123.4,"Ischnura verticalis","Odonata"
137.1,128,142.3,2015.815,2015,815,257.45,223,262,120.35,"Ischnura verticalis","Odonata"
120.9,115,146.7,2016.815,2016,815,257.6,244.3,261,136.7,"Ischnura verticalis","Odonata"
151.2,128,167.3,2017.815,2017,815,251.7,246.4,255,100.5,"Ischnura verticalis","Odonata"
146.8,145,152.8,2018.815,2018,815,227.6,218.2,265,80.8,"Ischnura verticalis","Odonata"
146.15,142,156,2019.815,2019,815,245.85,232.9,252,99.7,"Ischnura verticalis","Odonata"
182.45,182,183.45,2017.818,2017,818,275.2,244.55,277,92.75,"Ischnura verticalis","Odonata"
144,142,154.3,2019.818,2019,818,251.5,210.8,267,107.5,"Ischnura verticalis","Odonata"
145.2,130,146.15,2018.819,2018,819,239.2,227.25,243,94,"Ischnura verticalis","Odonata"
168.7,157,179.05,2019.819,2019,819,273.9,262.6,281,105.2,"Ischnura verticalis","Odonata"
129,120,130,2017.82,2017,820,231,190,253,102,"Ischnura verticalis","Odonata"
141.4,125,154,2018.82,2018,820,266.7,249.3,283,125.3,"Ischnura verticalis","Odonata"
145.3,125,151,2019.82,2019,820,256.25,244.85,261,110.95,"Ischnura verticalis","Odonata"
148,142,157,2018.821,2018,821,232,210,249,84,"Ischnura verticalis","Odonata"
143.5,126,153,2019.821,2019,821,263,250.5,294,119.5,"Ischnura verticalis","Odonata"
140.5,130,144.75,2017.826,2017,826,255,232,261,114.5,"Ischnura verticalis","Odonata"
147.6,134,152.4,2018.826,2018,826,242.6,235,265,95,"Ischnura verticalis","Odonata"
132.6,128,142.8,2019.826,2019,826,236.8,213.4,244,104.2,"Ischnura verticalis","Odonata"
146.65,146,148.3,2018.856,2018,856,216.85,208,224,70.2,"Ischnura verticalis","Odonata"
157.75,145,162.85,2019.856,2019,856,241.5,223.35,250,83.75,"Ischnura verticalis","Odonata"
152.45,152,154.8,2019.859,2019,859,242.1,225,252,89.65,"Ischnura verticalis","Odonata"
150.1,146,154.05,2016.862,2016,862,235.35,210.95,239,85.25,"Ischnura verticalis","Odonata"
138.15,131,144,2017.862,2017,862,250.95,203.75,257,112.8,"Ischnura verticalis","Odonata"
136.8,135,143.3,2018.862,2018,862,232.1,194.1,242,95.3,"Ischnura verticalis","Odonata"
136.2,129,147,2019.862,2019,862,255,246.2,282,118.8,"Ischnura verticalis","Odonata"
148.5,147,152.5,2019.863,2019,863,236.5,215.5,237,88,"Ischnura verticalis","Odonata"
150.25,147,153.5,2019.867,2019,867,230,196,256,79.75,"Ischnura verticalis","Odonata"
136.15,133,143.15,2017.907,2017,907,223.55,220.2,224,87.4,"Ischnura verticalis","Odonata"
124.7,113,128.3,2017.937,2017,937,251.6,227.9,284,126.9,"Ischnura verticalis","Odonata"
141.1,138,143.8,2018.937,2018,937,236.4,226,265,95.3,"Ischnura verticalis","Odonata"
158.65,146,169,2019.937,2019,937,237.05,227.45,242,78.4,"Ischnura verticalis","Odonata"
144,135,147,2019.952,2019,952,238,220,241,94,"Ischnura verticalis","Odonata"
150.25,148,153,2018.953,2018,953,223.1,195.15,224,72.85,"Ischnura verticalis","Odonata"
148.5,138,161.25,2019.953,2019,953,233,216.5,242,84.5,"Ischnura verticalis","Odonata"
148.15,136,163,2017.954,2017,954,239.5,218.3,253,91.3499999999999,"Ischnura verticalis","Odonata"
143.65,143,146.6,2018.954,2018,954,218.65,190.5,231,75,"Ischnura verticalis","Odonata"
140.6,128,145,2019.954,2019,954,250.25,215.95,261,109.65,"Ischnura verticalis","Odonata"
159.5,143,165,2015.995,2015,995,246,209.5,261,86.5,"Ischnura verticalis","Odonata"
136.5,133,138,2016.995,2016,995,215.5,186.7,247,78.9999999999999,"Ischnura verticalis","Odonata"
170.25,168,173,2017.995,2017,995,245.15,224.9,251,74.9,"Ischnura verticalis","Odonata"
148,146,155,2018.995,2018,995,224.5,195.5,239,76.5,"Ischnura verticalis","Odonata"
153.2,150,166,2015.1036,2015,1036,260,235.2,276,106.8,"Ischnura verticalis","Odonata"
140,131,143,2016.1036,2016,1036,235.75,191,241,95.75,"Ischnura verticalis","Odonata"
141.5,135,154.25,2017.1036,2017,1036,237.25,210.75,242,95.75,"Ischnura verticalis","Odonata"
141.9,140,145.6,2018.1036,2018,1036,249.4,227.7,259,107.5,"Ischnura verticalis","Odonata"
168,161,180,2019.1036,2019,1036,263.5,255,294,95.5,"Ischnura verticalis","Odonata"
100.15,93,106,2019.245,2019,245,259.65,195.45,269,159.5,"Libellula lydia","Odonata"
117.1,100,121.7,2018.247,2018,247,245.8,233.15,251,128.7,"Libellula lydia","Odonata"
77,70,83,2019.247,2019,247,206,174,216,129,"Libellula lydia","Odonata"
153.2,135,163.7,2019.273,2019,273,255.2,234.5,279,102,"Libellula lydia","Odonata"
94.25,88,103.25,2015.274,2015,274,267,237.25,287,172.75,"Libellula lydia","Odonata"
64.4,58,74.8,2016.274,2016,274,258,226.8,282,193.6,"Libellula lydia","Odonata"
71.2,38,83.25,2017.274,2017,274,232.75,196.45,253,161.55,"Libellula lydia","Odonata"
77.9,69,89,2018.274,2018,274,260.6,244,286.4,182.7,"Libellula lydia","Odonata"
80.9,75,86.95,2019.274,2019,274,246.25,233.15,265,165.35,"Libellula lydia","Odonata"
78,68,88.9,2017.275,2017,275,225.8,198.4,232,147.8,"Libellula lydia","Odonata"
94,89,105,2018.275,2018,275,215,202,268,121,"Libellula lydia","Odonata"
101.3,93,117.3,2019.275,2019,275,229.7,218.6,270,128.4,"Libellula lydia","Odonata"
91.2,72,97.6,2017.276,2017,276,235.6,206.6,282,144.4,"Libellula lydia","Odonata"
79.8,65,90.4,2018.276,2018,276,232.6,207.2,280,152.8,"Libellula lydia","Odonata"
80.5,66,99.5,2019.276,2019,276,243,233.75,249,162.5,"Libellula lydia","Odonata"
77.5,75,80,2019.28,2019,280,246.5,201,257,169,"Libellula lydia","Odonata"
130.25,110,137,2019.307,2019,307,246.5,219,278,116.25,"Libellula lydia","Odonata"
87.65,87,89.95,2019.308,2019,308,238,190,251,150.35,"Libellula lydia","Odonata"
104.8,91,145.6,2018.31,2018,310,272.4,249.1,294,167.6,"Libellula lydia","Odonata"
120.7,111,139,2019.31,2019,310,252.3,230.55,264,131.6,"Libellula lydia","Odonata"
116.9,116,148.5,2019.341,2019,341,229.1,207.1,230,112.2,"Libellula lydia","Odonata"
170.2,169,171.4,2019.342,2019,342,231.6,213.2,234,61.4,"Libellula lydia","Odonata"
129.35,117,136,2019.373,2019,373,239.45,216.85,244,110.1,"Libellula lydia","Odonata"
100.45,88,105.7,2015.374,2015,374,270.5,253.85,286.25,170.05,"Libellula lydia","Odonata"
91,80.5,99.5,2016.374,2016,374,248,238,257.5,157,"Libellula lydia","Odonata"
83.1,78,90,2017.374,2017,374,268.8,254,300.8,185.7,"Libellula lydia","Odonata"
99.45,90,105.35,2018.374,2018,374,264.85,249.3,275.65,165.4,"Libellula lydia","Odonata"
98.6,90,104.7,2019.374,2019,374,251.7,245.3,265.6,153.1,"Libellula lydia","Odonata"
123,107,139,2019.404,2019,404,260.5,210.5,280,137.5,"Libellula lydia","Odonata"
119,97,137,2019.407,2019,407,242.2,222,251,123.2,"Libellula lydia","Odonata"
102.8,101,108.8,2019.408,2019,408,252.4,193.6,268,149.6,"Libellula lydia","Odonata"
117.45,117,120.7,2019.419,2019,419,241.6,201,247,124.15,"Libellula lydia","Odonata"
112.6,112,115.4,2015.452,2015,452,249.2,195.6,266,136.6,"Libellula lydia","Odonata"
111.4,106,118,2019.452,2019,452,261.85,182.5,283,150.45,"Libellula lydia","Odonata"
115.55,111,117.55,2019.454,2019,454,248.6,219.45,271,133.05,"Libellula lydia","Odonata"
111.2,100,116.8,2019.481,2019,481,210.1,182.8,215,98.9,"Libellula lydia","Odonata"
118,117,121.5,2019.491,2019,491,211,146.5,220,93,"Libellula lydia","Odonata"
106.25,104,109.25,2019.522,2019,522,255.25,201,262,149,"Libellula lydia","Odonata"
114.35,105,116,2019.53,2019,530,228.9,198.3,251,114.55,"Libellula lydia","Odonata"
